Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Sector,Daily_Return,Log_Return,Intraday_Volatility,Volatility_30d,Volatility_90d,Avg_Return_30d,Drawdown_30d,Price_Momentum_30d,Days_from_Event,Event_Name,Event_Date,Event_Type,Event_Period
2017-08-25 04:00:00,216.0974597433915,218.6822258572182,215.8708813355736,218.3968963623047,302000,0.0,0.0,EG,Insurance,0.010209334121294544,0.010157570883701662,0.012872639531382268,0.15143593300107389,0.17449357603549143,-0.10135109349637982,-0.04012991268469449,-0.01330802961332156,0,Hurricane Harvey,2017-08-25,Hurricane,Event Day
2017-08-28 04:00:00,217.2387446220593,217.25554527910472,211.28033781831263,212.22865295410156,581900,0.0,0.0,EG,Insurance,-0.028243274107569993,-0.02864978785113845,0.028154574689235497,0.1708176182695619,0.18104879919438727,-0.3739453607644379,-0.0672397866683978,-0.04519367162009402,3,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-29 04:00:00,211.34750895367876,212.68185524555128,210.43276938041123,211.89300537109375,491100,0.0,0.0,EG,Insurance,-0.0015815375461125658,-0.0015827894967962392,0.010614252514853725,0.16771669400514344,0.1808032857686335,-0.4655673008318283,-0.06871498196730173,-0.05551187528906054,4,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-30 04:00:00,211.40621933606272,213.08464588731337,210.5837811060775,211.27194213867188,405500,0.0,0.0,EG,Insurance,-0.002931022811886508,-0.0029353266711121154,0.011837183659694751,0.16590149818607877,0.1765972503562434,-0.5439188008500749,-0.07144459959952375,-0.06426565064841172,5,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-31 04:00:00,211.26355762338096,212.32096175578576,209.96277446656825,211.8845672607422,528800,0.0,0.0,EG,Insurance,0.0028996993915462177,0.0028955033727705703,0.011129584941953602,0.16641151292292794,0.1534694029817329,-0.5217440882752491,-0.06875206806996545,-0.06179609710140577,6,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-09-01 04:00:00,211.9941753557375,213.3267309907696,208.96641313687516,209.4808807373047,540600,1.25,0.0,EG,Insurance,-0.011344320893741933,-0.011409158527687193,0.020814872643973647,0.16756910754917687,0.1509905832656018,-0.6485644231473268,-0.07931644344141328,-0.0759078135765675,7,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-15 04:00:00,66.20475745634819,66.32547544657132,65.07305220068412,65.65399169921875,4457900,0.0,0.0,EOG,Energy,-0.01102429675660932,-0.011085514654736707,0.019076117285068347,0.2242425678246559,0.21176707047097068,-0.4607409519438928,-0.0933530113820261,-0.05616867922073976,-10,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-16 04:00:00,65.81244929146666,65.81244929146666,64.0092599105905,64.1148910522461,3478000,0.0,0.0,EOG,Energy,-0.023442605805656935,-0.02372175497597659,0.02812434601825612,0.2250847525672232,0.21480546448256366,-0.4694172368277232,-0.11460717934108318,-0.057165901621393345,-9,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-17 04:00:00,63.96398964960354,64.15260722028822,62.90018954414072,62.90773010253906,3438100,0.0,0.0,EOG,Energy,-0.018828090165876388,-0.019007595387011973,0.019908804118445613,0.22530128890731743,0.21548272138685637,-0.4722242386610264,-0.1312774352006689,-0.05748690211351659,-8,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-18 04:00:00,62.88507226978755,63.7828933963505,62.83980591253201,63.44337844848633,2751700,0.0,0.0,EOG,Energy,0.0085148255242109,0.008478778873448344,0.014865026215214041,0.22729929770067553,0.21607304194739954,-0.3826934452545369,-0.12388041413245765,-0.04741961406043005,-7,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-21 04:00:00,63.23216866783761,63.61695022181077,62.93038508275967,63.14163589477539,2515500,0.0,0.0,EOG,Energy,-0.0047560921421601066,-0.004767438338390548,0.010873413862688771,0.22302934086096604,0.2161012779550093,-0.5347199307891235,-0.12804731961039487,-0.06443279157158688,-4,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-22 04:00:00,63.307631551782954,63.775399645333096,63.26235940106712,63.556602478027344,1946700,0.0,0.0,EOG,Energy,0.006571996074721476,0.006550494661906088,0.008072178566236925,0.22098462214269043,0.2145012960066551,-0.5741781319152587,-0.12231685001753155,-0.06877855540183919,-3,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-23 04:00:00,63.49622998928674,64.67320194096204,63.34533245948721,64.21297454833984,2322700,0.0,0.0,EOG,Energy,0.010327362456786782,0.010274399581568295,0.020679146088695956,0.22395838733467188,0.21534909411678005,-0.4818703966644983,-0.11325269800544827,-0.05853857263137219,-2,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-24 04:00:00,63.97907803497289,64.23559515113658,63.62447610462221,63.8432731628418,2007800,0.0,0.0,EOG,Energy,-0.005757425007927863,-0.005774062870854813,0.00957217599034463,0.21793767508373602,0.21503077732512949,-0.6610598086643503,-0.11835807909766426,-0.07831390259193549,-1,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-25 04:00:00,64.13753490963703,64.29597301424704,63.722573857454094,63.76029968261719,2211300,0.0,0.0,EOG,Energy,-0.001299643268805717,-0.0013004885375633999,0.008993043628200973,0.2177558642419953,0.21351076856455461,-0.6774706703132992,-0.11950389908566188,-0.0801133998354655,0,Hurricane Harvey,2017-08-25,Hurricane,Event Day
2017-08-28 04:00:00,63.639580924449575,63.69239362538661,62.055194140186,62.92283630371094,2377500,0.0,0.0,EOG,Energy,-0.013134558386251882,-0.013221579527686978,0.026019162221141777,0.2196233448560498,0.21446614575512377,-0.7905396222602317,-0.13106882653198834,-0.09249158009081004,3,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-29 04:00:00,62.33435776366544,62.80212581210078,61.859037641992906,62.73422622680664,2321300,0.0,0.0,EOG,Energy,-0.0029974821222922277,-0.0030019835694176933,0.015033072484201476,0.21960501871003069,0.21437348427607644,-0.7974386423694765,-0.13367343218996117,-0.09323855311198781,4,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-30 04:00:00,62.56069586149136,63.36043854892154,62.10801468824326,63.12654876708984,2245700,0.0,0.0,EOG,Energy,0.006253724065469646,0.006234250678415852,0.019839891220715975,0.20040588581840807,0.21468282059899682,-0.9839897278805256,-0.12825566488429183,-0.11281902763665974,5,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-31 04:00:00,63.375527533730605,64.2658030317125,63.08128447353057,64.12245178222656,4803900,0.0,0.0,EOG,Energy,0.01577629435772243,0.01565314219373942,0.018472758374941698,0.20809137235888867,0.21455900344345158,-0.7935777798361586,-0.11450276964882942,-0.09256876972906491,6,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-09-01 04:00:00,64.13000007037037,64.778845237457,63.82066436590064,64.62040710449219,2358600,0.0,0.0,EOG,Energy,0.007765693737924906,0.0077356959406915905,0.014827837125924821,0.20990483090943574,0.2145359675972896,-0.6610799860995291,-0.10762626935214155,-0.0781398157395451,7,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-15 04:00:00,383.4596378547177,386.694430951523,383.4596378547177,385.7050476074219,280600,0.0,0.0,EQIX,Real Estate,-0.0025807551364342984,-0.0025840910256162107,0.008386701488277415,0.15036002506448817,0.15040837569965865,0.5046825713048976,-0.015676395508466504,0.06048350285921811,-10,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-16 04:00:00,386.8493653533957,392.08007061444334,385.1287348227599,391.2627868652344,307900,0.0,0.0,EQIX,Real Estate,0.01440929874339969,0.01430647140112052,0.017766411795450788,0.1545894115351935,0.1519378095428885,0.5994936402464963,-0.0014929826311681036,0.07241595780230359,-9,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-17 04:00:00,391.254138778512,394.75562788254854,388.2000303737001,388.4753112792969,379100,0.0,0.0,EQIX,Real Estate,-0.007124305401672637,-0.007149804446230423,0.016875197260953503,0.15009697951077744,0.15250966104745692,0.6515623024351174,-0.00860665156861696,0.07915324990248718,-8,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-18 04:00:00,387.967771538647,390.832636125334,385.67932974197385,387.1418762207031,520700,0.0,0.0,EQIX,Real Estate,-0.0034324834033920837,-0.0034383878897889597,0.013311157226562382,0.14854554414756954,0.1525691730065128,0.524961993101609,-0.012009592783340961,0.06307595241465203,-7,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-21 04:00:00,386.4505195557295,390.1663792858647,386.4418695579191,389.1207580566406,302400,2.0,0.0,EQIX,Real Estate,0.005111515848544856,0.00509849639864608,0.009571603803782285,0.14741447611045472,0.15266910782173113,0.4926890648225965,-0.0069594641586427615,0.05902784324236188,-4,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-22 04:00:00,389.3453013523182,394.9536892202879,387.94537347709985,394.3055725097656,340000,0.0,0.0,EQIX,Real Estate,0.013324435527467537,0.013236445981996983,0.017773818661957895,0.14962345898611912,0.15385544174545668,0.526924174579896,0.0,0.06330447211338908,-3,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-23 04:00:00,393.8044330042132,399.4387457092779,393.7180121496557,399.067138671875,561700,0.0,0.0,EQIX,Real Estate,0.012075827718593724,0.012003496633953788,0.014335265937108299,0.14833398436736495,0.15424818994084624,0.5100748009947563,0.0,0.06120123049895554,-2,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-24 04:00:00,399.1795400699544,402.6016165204466,398.06479791460606,400.5621948242187,478800,0.0,0.0,EQIX,Real Estate,0.0037463775076027606,0.0037393773135203363,0.011326127788548475,0.14791614063554331,0.1542563646895885,0.5582619145729878,0.0,0.06730101593297144,-1,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-25 04:00:00,402.0398811925946,404.5632280161892,400.7177237246962,402.86083984375,438600,0.0,0.0,EQIX,Real Estate,0.005738547095139657,0.005722144355769097,0.009545490430354272,0.1482371971481166,0.15439859309846496,0.578351772222956,0.0,0.06984511128308446,0,Hurricane Harvey,2017-08-25,Hurricane,Event Day
2017-08-28 04:00:00,404.1483500548124,405.1680474984966,398.34122242855904,400.0263366699219,304900,0.0,0.0,EQIX,Real Estate,-0.007035936217894667,-0.0070608051365294525,0.017065939024836416,0.14919140612932696,0.15508131953541077,0.5618574300705985,-0.00703593621789472,0.06773364034736518,3,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-29 04:00:00,399.3350240261842,403.91506558873834,397.90054860568466,402.9039916992187,329800,0.0,0.0,EQIX,Real Estate,0.007193663930360916,0.007167912952161831,0.01492791609655662,0.1493945393602611,0.15447045993829114,0.568272947062539,0.0,0.06854391408628335,4,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-30 04:00:00,402.4978935179138,403.37934943469503,400.4757718289765,402.4114990234375,325400,0.0,0.0,EQIX,Real Estate,-0.0012223574000945758,-0.0012231050882582372,0.007215443924353162,0.149478191033358,0.15442776080014708,0.5154567213942882,-0.0012223574000945997,0.06185914857807795,5,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-31 04:00:00,403.5694229512015,406.5334711213608,402.3336600705718,404.77923583984375,466600,0.0,0.0,EQIX,Real Estate,0.0058838696760710185,0.005866627316361094,0.010375559512273726,0.1498827453057248,0.15439967763057766,0.5513417095993483,0.0,0.06638813461835635,6,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-09-01 04:00:00,404.6322919357943,406.0495200663377,401.13247159332275,402.6620178222656,348500,0.0,0.0,EQIX,Real Estate,-0.005230549964316378,-0.0052442771789584265,0.012211354077069542,0.15135830399880082,0.15483694184634747,0.503026145455479,-0.005230549964316426,0.06025762281480662,7,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-15 04:00:00,50.83629178038608,51.22606914975641,50.61891385020818,51.203582763671875,1491600,0.0,0.0,EQR,Real Estate,0.0048543674784029545,0.004842623029174507,0.011857672193575468,0.14144259863802314,0.126300707984648,0.2265268112322931,0.0,0.026137913356568898,-10,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-16 04:00:00,51.301033758659365,51.50341696156081,50.75384022385423,50.90375900268555,1275400,0.0,0.0,EQR,Real Estate,-0.005855523086541692,-0.005872733880203227,0.014725371021559143,0.14259985575691148,0.12680717851525145,0.15084095133202852,-0.005855523086541676,0.0169212593162682,-9,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-17 04:00:00,50.82130377085454,51.03118433689599,50.618914854445634,50.708866119384766,1441900,0.0,0.0,EQR,Real Estate,-0.003828654054615077,-0.0038360021119927448,0.008130126228414223,0.11433955178591254,0.1266174185023095,0.3564177549994214,-0.009661758368949584,0.04253369484053837,-8,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-18 04:00:00,50.61890809857928,50.61890809857928,50.16166590409357,50.34906005859375,2942300,0.0,0.0,EQR,Real Estate,-0.007095525661013902,-0.007120818618784929,0.009081444498737407,0.11696996437972956,0.12689740727839252,0.2851633591738355,-0.01668872877552614,0.03370247967282913,-7,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-21 04:00:00,50.43901923558322,51.00869915602987,50.23663031439055,50.79881286621094,975800,0.0,0.0,EQR,Real Estate,0.008932695210075225,0.008893034696755259,0.015198560715832445,0.11810200952990925,0.12688082041926624,0.39251480534880356,-0.007905108893046353,0.046964150022937634,-4,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-22 04:00:00,50.79881924511042,51.016197212035514,50.55895488829952,50.77633285522461,1021500,0.0,0.0,EQR,Real Estate,-0.00044253024269547137,-0.00044262818810025643,0.009005028485213841,0.11666068051454279,0.12671982766995726,0.43032319098009536,-0.00834414088598489,0.05169994541091816,-3,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-23 04:00:00,50.78381739059681,51.04616807099169,50.753833638720835,50.95622253417969,1251400,0.0,0.0,EQR,Real Estate,0.003542785956362593,0.0035365250731515755,0.005736972203439295,0.11418734116676252,0.12492038283141957,0.37661738018051644,-0.004830916434771155,0.04504200589338159,-2,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-24 04:00:00,51.068667417272565,51.323526513497875,50.881273209595896,50.94873809814453,1484300,0.0,0.0,EQR,Real Estate,-0.00014687972661509008,-0.00014689051449849583,0.00868035834469636,0.11412021996595194,0.1247800701142591,0.3805502390845574,-0.0049770865977009715,0.04553159306991472,-1,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-25 04:00:00,51.02369338458862,51.15861743955552,50.88876932962172,50.92625045776367,1191200,0.0,0.0,EQR,Real Estate,-0.00044137776950514684,-0.000441475205344584,0.00529880184596755,0.11307643253571253,0.12476999044950342,0.318695575962842,-0.00541626759182496,0.03788559167204397,0,Hurricane Harvey,2017-08-25,Hurricane,Event Day
2017-08-28 04:00:00,50.963703794039695,51.03866029904172,50.16915454715166,50.49897003173828,915500,0.0,0.0,EQR,Real Estate,-0.00839018035266037,-0.008425576039013276,0.017218286855030525,0.11162822850514857,0.12569644558590992,0.1468462494834736,-0.013761004482551664,0.016905455307480555,3,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-29 04:00:00,50.52896363913074,50.76882793323987,50.229131841790355,50.33407211303711,1039400,0.0,0.0,EQR,Real Estate,-0.003265371919418003,-0.003270714880644968,0.01072228152408369,0.11169961159002709,0.1257965567087603,0.14477535441186692,-0.016981441604349404,0.01665399326847239,4,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-30 04:00:00,50.27412459147874,50.45402145385742,49.86935236201309,50.45402145385742,1323700,0.0,0.0,EQR,Real Estate,0.002383064508489241,0.002380229513354317,0.011588156404520506,0.10077556013251034,0.12579248586701558,0.02362647537121476,-0.014638844966650555,0.002233657367856301,5,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-31 04:00:00,50.46899613589949,50.54395265553062,50.0867104513201,50.33407211303711,2363000,0.0,0.0,EQR,Real Estate,-0.0023773990132780476,-0.002380229513354184,0.009084148868060388,0.10103001683510238,0.12456929841371935,0.0036563236596791615,-0.016981441604349404,-0.00014905194024406043,6,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-09-01 04:00:00,50.33409215871914,50.64141572724392,50.14669792560314,50.21415710449219,1399500,0.0,0.0,EQR,Real Estate,-0.0023823824203140775,-0.0023852248086471193,0.009852157840891388,0.10126865907192162,0.1243818096947772,-0.016355688670959087,-0.019323367736713712,-0.0025310792618360445,7,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-15 04:00:00,201.97438515283028,203.5930768871372,200.54750350774935,203.3552398681641,444900,0.0,0.0,ESS,Real Estate,0.006148965825891972,0.0061301380768987515,0.014976616198148069,0.1612317668956739,0.13995018040799362,0.13514900028544574,-0.00771160853512706,0.014698912359973448,-10,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-16 04:00:00,204.1070666170288,205.79479886621783,201.11519891297667,201.5294647216797,338400,0.0,0.0,ESS,Real Estate,-0.00897825474115177,-0.009018802149347447,0.023220425656882888,0.16256846334538097,0.14092631751894336,0.10860810229603067,-0.016620626490386436,0.011474074392321842,-9,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-17 04:00:00,200.94639777358327,203.24015879280847,200.64719933901057,201.4603729248047,373400,0.0,0.0,ESS,Real Estate,-0.0003428371973815958,-0.0003428959794890626,0.012870816310688196,0.14819775887756256,0.1405254613752417,0.28975602192835753,-0.016957765518763372,0.03377532113580006,-8,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-18 04:00:00,201.1228631415082,201.6752097088364,199.80336986463865,200.0411834716797,670600,0.0,0.0,ESS,Real Estate,-0.00704450921300892,-0.007069438915369671,0.009357272396175122,0.14906495523244045,0.14094741365495153,0.17403731331115876,-0.023882815596343324,0.01962921920532712,-7,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-21 04:00:00,200.20997744273663,203.24019321273315,199.7420057274364,202.68019104003903,218200,0.0,0.0,ESS,Real Estate,0.013192321313840738,0.013106060468659418,0.017259641740744562,0.14951994647894587,0.14137680693056423,0.37189519285077793,-0.011005564059728844,0.04389755840092824,-4,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-22 04:00:00,202.94867456131735,204.06872573445472,201.37603300150948,203.47035217285156,288400,0.0,0.0,ESS,Real Estate,0.0038985612198108033,0.00389098152357153,0.013233833353066318,0.14823844263088629,0.1410113918528284,0.44978252712270855,-0.007149908705163506,0.05362918675050321,-3,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-23 04:00:00,203.3169165545936,205.74110326493025,203.10211638590368,204.9509429931641,251200,0.0,0.0,ESS,Real Estate,0.007276690704573818,0.007250343328035951,0.012876188030589259,0.14758469001353258,0.14047971572704865,0.435157499847203,0.0,0.05181113442523855,-2,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-24 04:00:00,205.29615726578203,206.0479696068167,204.24516982724535,204.37559509277344,396500,0.0,0.0,ESS,Real Estate,-0.002807246904981797,-0.00281119461243186,0.008821012992050264,0.14599943053570164,0.1406160528825164,0.46912140156445176,-0.002807246904981762,0.056093280272512924,-1,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-25 04:00:00,204.4599554700316,205.20408879798495,203.79254150390625,203.79254150390625,226900,0.0,0.0,ESS,Real Estate,-0.002852853290054136,-0.0028569304321732674,0.006926393300078871,0.14630727824747408,0.14003833936388352,0.4032003295500368,-0.005652091531467011,0.04784651944181895,0,Hurricane Harvey,2017-08-25,Hurricane,Event Day
2017-08-28 04:00:00,203.96132262294927,204.3295615270869,202.1585229018533,204.11476135253903,236500,0.0,0.0,ESS,Real Estate,0.0015811169842376849,0.0015798683347794003,0.010636362656220925,0.1389551394697068,0.13999130504309973,0.274669815200703,-0.004079911165146221,0.032079343375807756,3,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-29 04:00:00,204.10705066588636,205.46489190698475,202.7261959600731,203.01771545410156,220700,0.0,0.0,ESS,Real Estate,-0.005374652431642146,-0.005389147837865698,0.013489935795927131,0.13991849714484253,0.14046025858093109,0.1966138155967095,-0.009432635492323687,0.022526295241418248,4,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-30 04:00:00,202.70319668313817,204.3295440673828,201.7595977408629,204.3295440673828,201400,0.0,0.0,ESS,Real Estate,0.006461646021121981,0.0064408590836401046,0.012577458332077622,0.13121366782474894,0.1402524707046667,0.09899538752645186,-0.003031939822799471,0.010854333067213284,5,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-31 04:00:00,204.65167172764845,205.7256956006364,203.72343097997867,204.0379638671875,427700,0.0,0.0,ESS,Real Estate,-0.0014270094984363269,-0.0014280286461616817,0.00981319644005591,0.13114710766912702,0.1376350947537515,0.06533184848482741,-0.004454622714309943,0.006813696542750103,6,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-09-01 04:00:00,204.89722184430929,205.8408207712334,203.50868810517335,203.88458251953125,275600,0.0,0.0,ESS,Real Estate,-0.0007517294563677002,-0.0007520121466354316,0.011438494452304425,0.13099109404852763,0.13669206056957306,0.037392660823231165,-0.005203003499566275,0.0034735385633974936,7,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-15 04:00:00,57.30825031713901,57.46503353449706,56.90509103134844,57.18879318237305,1176400,0.0,0.0,EXR,Real Estate,-0.003512966489526148,-0.003519151445581738,0.009791122910444748,0.2368647725188583,0.21982558429289925,-0.17722981518795594,-0.0460776888350098,-0.0240796515936067,-10,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-16 04:00:00,57.427718964518874,57.68902440508442,56.44222009150642,56.643802642822266,1461200,0.0,0.0,EXR,Real Estate,-0.009529673721437426,-0.00957537161782099,0.022011310247653154,0.23502416842236276,0.22025102999043794,-0.1395573604157496,-0.055168257216011686,-0.01964061756007207,-9,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-17 04:00:00,56.73339184933957,57.38292742138059,56.53181498686151,56.882713317871094,878000,0.0,0.0,EXR,Real Estate,0.004217772534717001,0.004208902664124215,0.014962585025839178,0.22864788607169714,0.21982490720105463,0.056510674297532586,-0.051183171841368544,0.0036885133626576305,-8,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-18 04:00:00,56.808043605954616,56.92003327126158,55.78521871302744,55.800148010253906,858800,0.0,0.0,EXR,Real Estate,-0.019031534265385952,-0.01921496495421701,0.020337124518479865,0.23396433611450923,0.22207626228553712,-0.17196019860386266,-0.06924061181804432,-0.023389566686560337,-7,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-21 04:00:00,55.80760876307526,56.45714418654082,55.576167659831,56.38248062133789,880900,0.0,0.0,EXR,Real Estate,0.010436040617257447,0.010381961070864984,0.015625004735538687,0.2260735809742296,0.2222542166742507,0.10997872212252457,-0.059527169038083784,0.010165607428857637,-4,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-22 04:00:00,56.52433520545227,56.73337951993489,56.10624657648701,56.60646057128906,435300,0.0,0.0,EXR,Real Estate,0.003972509678235259,0.003964640096106086,0.011078822754835273,0.22470136969364388,0.22232730495507452,0.214135516853442,-0.05579113161497034,0.02279772775395683,-3,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-23 04:00:00,56.569118572998875,58.099630264271454,56.52432499827867,57.98017883300781,678400,0.0,0.0,EXR,Real Estate,0.024267870625627852,0.023978084815827624,0.027169720716624778,0.22983328900994954,0.22039105646042226,0.27067589928451335,-0.032877192953431916,0.029563526174516186,-2,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-24 04:00:00,58.0324390827891,58.49532120444027,57.74873125748882,57.88311767578125,877300,0.0,0.0,EXR,Real Estate,-0.0016740403217125888,-0.0016754430929609618,0.012898233145168537,0.22995661222176456,0.2202558733145584,0.2410221976018956,-0.03449619552847574,0.02593569220533709,-1,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-25 04:00:00,58.136989533106515,58.21164742495512,57.30080633471889,57.41279602050781,493800,0.0,0.0,EXR,Real Estate,-0.00812536840029654,-0.008158559119600853,0.015864774986936246,0.22761255899256372,0.22055875615829407,0.04938835967829563,-0.04234126963169473,0.0028692588170071698,0,Hurricane Harvey,2017-08-25,Hurricane,Event Day
2017-08-28 04:00:00,57.47998152111322,57.80101555516153,57.12908319366139,57.68902587890625,595800,0.0,0.0,EXR,Real Estate,0.004811294302750291,0.004799757017699659,0.011647490164083864,0.22638912066867772,0.22069546065721657,0.010930651967245852,-0.03773369163829456,-0.001679465375359901,3,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-29 04:00:00,57.85327861377036,58.38335702365406,57.65916924408792,58.29376983642578,670600,0.0,0.0,EXR,Real Estate,0.010482824910043265,0.010428261091704236,0.012423073367844132,0.22839585588295924,0.22140738300971968,0.0903037280801272,-0.027646422410905067,0.00774410012812643,4,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-30 04:00:00,58.00258104001795,58.24895142002875,57.00961493672425,57.92791748046875,807500,0.0,0.0,EXR,Real Estate,-0.006276011261299841,-0.0062957882103010735,0.02139445948013522,0.22363265939133414,0.21934667167618963,-0.10443822995576918,-0.03374892441381945,-0.015230556883529478,5,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-31 04:00:00,58.069802967095505,58.39083708112528,57.79356815234793,57.95781326293945,1159400,0.0,0.0,EXR,Real Estate,0.0005160859179993427,0.0005159527914631485,0.010305235742206029,0.22273972243977952,0.21921104275466538,-0.04040005157569753,-0.03325025584045762,-0.007669334340732359,6,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-09-01 04:00:00,58.02499629331544,58.59240648946888,57.77862013887664,58.06978988647461,573400,0.0,0.0,EXR,Real Estate,0.0019320367217297019,0.001930172739251563,0.01401393654399604,0.22097615834415887,0.21907828709430804,-0.10363089782723826,-0.031382459834018515,-0.015069087165333728,7,Hurricane Harvey,2017-08-25,Hurricane,Post-Event
2017-08-15 04:00:00,71.03430814437556,71.0892030416116,68.72871049427187,69.0267105102539,2985700,0.0,0.0,FANG,Energy,-0.03008291626845172,-0.030544691827516353,0.034196799034615456,0.3658939910259015,0.3256259941527238,-0.15455311259577467,-0.0892916945030475,-0.025788613225394275,-10,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-16 04:00:00,68.93260347348122,70.28929411542799,68.68949238898338,69.05807495117188,1504300,0.0,0.0,FANG,Energy,0.00045438121976437706,0.0004542780198781498,0.023166034204917592,0.36096185407250153,0.32564108759207017,0.022191966449334587,-0.08887788575234629,-0.004859286928585171,-9,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-17 04:00:00,68.6189229456836,69.61487496616188,67.29359554791361,67.5210189819336,1396900,0.0,0.0,FANG,Energy,-0.022257440137522955,-0.022508874823200607,0.034378619476542034,0.3570349126180063,0.32737968374396975,0.07538886630675594,-0.10915713166818679,0.001628388926004698,-8,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
2017-08-18 04:00:00,67.80335714057995,69.29336967112542,67.23088245229005,68.43073272705078,1345700,0.0,0.0,FANG,Energy,0.013473045265513406,0.013383090863609962,0.030139779842223834,0.3590651768234963,0.32746642427380773,0.17585843248140517,-0.09715476537869239,0.013590436982785725,-7,Hurricane Harvey,2017-08-25,Hurricane,Pre-Event
